,code,name,eps_x,eps_yoy,roe_x,time_point
3441,600807,*ST天业,-1.16,-1154.55,-79.85,2018-10-17
249,600810,神马股份,1.28,700.0,20.08,2018-10-17
295,600811,东方集团,0.21,29.48,3.8,2018-10-17
3446,600812,华北制药,0.05,261.54,1.44,2018-10-17
1902,600814,杭州解百,0.18,0.0,5.58,2018-10-17
754,600815,厦工股份,-0.11,-200.0,-21.53,2018-10-17
723,600818,中路股份,0.04,-60.0,2.12,2018-10-17
1443,600819,耀皮玻璃,0.1,233.33,2.95,2018-10-17
1850,600820,隧道股份,0.41,10.81,6.56,2018-10-17
2046,600821,津劝业,-0.26,-16.13,-23.52,2018-10-17
127,600822,上海物贸,0.08,76.39,7.04,2018-10-17
282,600823,世茂股份,0.39,5.41,6.57,2018-10-17
1388,600825,新华传媒,0.03,-21.21,1.02,2018-10-17
2104,600826,兰生股份,0.57,137.5,7.46,2018-10-17
250,600827,百联股份,0.39,2.63,4.25,2018-10-17
3064,600829,人民同泰,0.35,-2.95,12.89,2018-10-17
1069,600830,香溢融通,0.07,-43.97,1.4,2018-10-17
374,600831,广电网络,0.2,-3.92,3.91,2018-10-17
98,600834,申通地铁,0.05,-60.83,,2018-10-17
2525,600838,上海九百,0.18,-1.27,5.77,2018-10-17
997,600839,四川长虹,0.04,22.65,1.6,2018-10-17
888,600841,上柴股份,0.13,20.91,3.13,2018-10-17
528,600843,上工申贝,0.25,-28.75,6.1,2018-10-17
3483,600844,丹化科技,0.0,-96.0,0.14,2018-10-17
1764,600845,宝信软件,0.63,52.78,9.54,2018-10-17
1447,600846,同济科技,0.24,50.0,6.95,2018-10-17
2660,600848,上海临港,0.3,14.51,5.13,2018-10-17
1817,600851,海欣股份,0.09,8.45,2.9,2018-10-17
20,600853,龙建股份,0.14,104.12,6.7,2018-10-17
100,600854,春兰股份,0.2,92.94,5.16,2018-10-17
1665,600855,航天长峰,0.03,2563.64,0.99,2018-10-17
485,600856,中天能源,0.13,-61.59,3.65,2018-10-17
1196,600857,宁波中百,0.14,9.52,17.09,2018-10-17
2054,600858,银座股份,0.07,12.48,1.19,2018-10-17
892,600860,京城股份,-0.1,-37.5,-7.8,2018-10-17
2351,600862,中航高科,0.17,-10.53,6.45,2018-10-17
657,600863,内蒙华电,0.09,12.5,4.99,2018-10-17
2826,600867,通化东宝,0.33,-13.16,14.57,2018-10-17
761,600868,梅雁吉祥,0.01,-84.53,0.79,2018-10-17
3347,600869,智慧能源,0.13,103.95,5.64,2018-10-17
104,600870,ST厦华,-0.02,51.43,,2018-10-17
1075,600872,中炬高新,0.61,36.95,14.63,2018-10-17
3500,600873,梅花生物,0.23,4.55,7.99,2018-10-17
135,600875,东方电气,0.29,61.11,3.35,2018-10-17
288,600876,洛阳玻璃,0.0,300.0,0.2,2018-10-17
532,600877,*ST嘉陵,-0.23,-607.79,,2018-10-17
212,600879,航天电子,0.13,7.69,2.96,2018-10-17
251,600881,亚泰集团,0.03,-50.0,0.7,2018-10-17
1396,600884,杉杉股份,0.94,125.18,9.92,2018-10-17
388,600885,宏发股份,0.79,-28.18,13.44,2018-10-17
21,600886,国投电力,0.53,21.77,10.64,2018-10-17
108,600887,伊利股份,0.83,2.47,19.07,2018-10-17
2191,600889,南京化纤,-0.23,-202.21,-6.54,2018-10-17
1142,600891,ST秋林,0.09,-47.06,1.82,2018-10-17
1010,600892,大晟文化,0.01,-91.76,0.39,2018-10-17
289,600893,航发动力,0.29,52.63,2.5,2018-10-17
2005,600894,广日股份,0.3,-29.11,3.78,2018-10-17
2454,600897,厦门空港,1.28,15.69,10.98,2018-10-17
1091,600919,江苏银行,0.89,11.25,10.74,2018-10-17
540,600928,西安银行,,,,2018-10-17
1013,600929,湖南盐业,0.11,-5.37,4.6,2018-10-17
902,600933,爱柯迪,0.43,-14.0,10.1,2018-10-17
349,600958,东方证券,0.13,-69.05,1.74,2018-10-17
1454,600959,江苏有线,0.13,-27.78,3.37,2018-10-17
59,600960,渤海汽车,0.07,-57.99,1.51,2018-10-17
2670,600962,国投中鲁,0.03,2410.0,0.79,2018-10-17
1266,600966,博汇纸业,0.38,-16.52,9.76,2018-10-17
1095,600969,郴电国际,0.16,-42.68,1.66,2018-10-17
2331,600970,中材国际,0.58,41.46,12.79,2018-10-17
2534,600971,恒源煤电,0.69,-27.63,9.26,2018-10-17
221,600973,宝胜股份,0.09,9.3,3.11,2018-10-17
905,600975,新五丰,-0.07,-187.5,-3.82,2018-10-17
2137,600977,中国电影,0.7,83.38,11.97,2018-10-17
351,600978,宜华生活,0.36,-23.4,6.37,2018-10-17
1458,600979,广安爱众,0.22,-0.32,5.4,2018-10-17
2629,600980,北矿科技,0.2,-0.34,5.36,2018-10-17
796,600983,惠而浦,0.46,-757.14,8.76,2018-10-17
27,600984,建设机械,0.14,0.5,3.56,2018-10-17
2281,600986,科达股份,0.43,22.86,6.99,2018-10-17
3399,600987,航民股份,0.66,11.47,11.43,2018-10-17
184,600988,赤峰黄金,0.06,-71.43,3.05,2018-10-17
2074,600990,四创电子,-0.03,-106.57,-0.22,2018-10-17
1685,600993,马应龙,0.28,-49.09,5.36,2018-10-17
354,600997,开滦股份,0.62,195.24,10.17,2018-10-17
440,601001,大同煤业,0.39,0.0,11.12,2018-10-17
810,601002,晋亿实业,0.15,-11.18,4.67,2018-10-17
517,601007,金陵饭店,0.2,-17.7,4.07,2018-10-17
303,601009,南京银行,1.01,14.77,13.65,2018-10-17
912,601011,宝泰隆,0.17,54.55,4.74,2018-10-17
2800,601015,陕西黑猫,0.16,-11.11,3.7,2018-10-17
355,601016,节能风电,0.11,64.71,6.8,2018-10-17
1467,601018,宁波港,0.18,3.98,6.51,2018-10-17
67,601019,山东出版,0.54,1.89,12.08,2018-10-17
504,601028,玉龙股份,0.11,22.22,4.2,2018-10-17
113,601058,赛轮轮胎,0.19,137.5,8.32,2018-10-17
1529,601068,中铝国际,0.07,-30.0,0.84,2018-10-17
2514,601086,国芳集团,0.16,-11.11,5.89,2018-10-17
225,601088,中国神华,1.77,-1.0,11.02,2018-10-17
917,601098,中南传媒,0.48,-27.27,6.55,2018-10-17
1157,601101,昊华能源,0.76,46.15,11.5,2018-10-17
1472,601106,中国一重,0.02,138.1,0.95,2018-10-17
69,601107,四川成渝,0.3,-0.27,6.39,2018-10-17
400,601111,中国国航,0.51,-17.74,7.68,2018-10-17
116,601117,中国化学,0.33,26.92,5.61,2018-10-17
688,601118,海南橡胶,0.11,2877.78,4.79,2018-10-17
1107,601126,四方股份,0.18,1.2,3.65,2018-10-17
1302,601127,小康股份,0.06,-89.09,1.06,2018-10-17
3221,601128,常熟银行,0.5,25.0,9.71,2018-10-17
2115,601155,新城控股,1.4,55.56,14.74,2018-10-17
2077,601158,重庆水务,0.29,-6.45,9.89,2018-10-17
3465,601162,天风证券,0.06,-6.56,2.33,2018-10-17
1760,601163,三角轮胎,0.41,-10.87,3.9,2018-10-17
489,601169,北京银行,0.76,-7.32,9.84,2018-10-17
2920,601177,杭齿前进,0.03,82.89,0.69,2018-10-17
117,601179,中国西电,0.05,-61.54,1.3,2018-10-17
2169,601188,龙江交通,0.19,-9.52,5.91,2018-10-17
145,601198,东兴证券,0.28,-17.65,4.0,2018-10-17
229,601200,上海环境,0.71,5.16,8.86,2018-10-17
269,601208,东材科技,0.04,-71.43,1.19,2018-10-17
2224,601225,陕西煤业,0.89,9.88,18.54,2018-10-17
1032,601226,华电重工,0.04,5614.29,1.33,2018-10-17
868,601228,广州港,0.12,22.88,5.82,2018-10-17
118,601231,环旭电子,0.36,-10.0,8.81,2018-10-17
2296,601233,桐昆股份,1.37,47.31,17.21,2018-10-17
149,601258,庞大集团,-0.04,-180.0,-1.78,2018-10-17
325,601288,农业银行,0.51,4.08,11.96,2018-10-17
2580,601311,骆驼股份,0.45,12.5,6.77,2018-10-17
927,601318,中国平安,4.45,19.62,15.7,2018-10-17
15,601319,中国人保,0.29,-14.71,8.59,2018-10-17
2079,601328,交通银行,0.74,5.71,8.77,2018-10-17
1483,601330,绿色动力,0.22,46.67,9.77,2018-10-17
2638,601333,广深铁路,0.14,8.8,3.33,2018-10-17
2842,601339,百隆东方,0.31,19.23,6.21,2018-10-17
495,601360,三六零,0.38,236.58,13.45,2018-10-17
696,601369,陕鼓动力,0.23,53.33,6.14,2018-10-17
451,601375,中原证券,0.03,-66.67,1.34,2018-10-17
153,601377,兴业证券,0.11,-63.33,2.18,2018-10-17
235,601390,中国中铁,0.56,24.34,8.56,2018-10-17
272,601398,工商银行,0.67,4.69,11.36,2018-10-17
2206,601500,通用股份,0.16,7.33,4.46,2018-10-17
1488,601519,大智慧,-0.02,-108.93,-2.87,2018-10-17
2844,601566,九牧王,0.61,1.67,7.04,2018-10-17
498,601567,三星医疗,0.29,-3.33,5.23,2018-10-17
702,601588,北辰实业,0.35,40.0,9.09,2018-10-17
457,601595,上海电影,0.27,-34.15,4.79,2018-10-17
1,601598,中国外运,0.32,10.34,8.78,2018-10-17
2588,601600,中国铝业,0.08,-6.67,3.29,2018-10-17
1733,601601,中国太保,1.4,15.7,9.0,2018-10-17
2712,601606,长城军工,0.06,-14.29,2.32,2018-10-17
2119,601607,上海医药,1.19,19.37,9.0,2018-10-17
239,601611,中国核建,0.22,15.79,7.16,2018-10-17
83,601615,明阳智能,,,,2018-10-17
3448,601616,广电电气,0.2,1264.43,7.73,2018-10-17
1052,601618,中国中冶,0.18,12.5,5.8,2018-10-17
3433,601619,嘉泽新能,0.13,77.12,9.66,2018-10-17
2482,601628,中国人寿,0.69,-26.6,6.13,2018-10-17
3506,601636,旗滨集团,0.36,14.06,13.16,2018-10-17
167,601668,中国建筑,0.62,-25.3,11.5,2018-10-17
335,601669,中国电建,0.38,1.89,7.6,2018-10-17
3087,601678,滨化股份,0.43,-8.51,11.26,2018-10-17
2818,601689,拓普集团,0.85,4.94,9.11,2018-10-17
2437,601700,风范股份,0.04,-71.43,1.37,2018-10-17
421,601727,上海电气,0.15,5.36,3.88,2018-10-17
502,601766,中国中车,0.26,8.33,6.11,2018-10-17
2486,601777,力帆股份,0.1,-23.2,1.84,2018-10-17
709,601789,宁波建工,0.16,7.67,5.77,2018-10-17
2174,601798,*ST蓝科,-0.26,-2436.36,-5.37,2018-10-17
964,601801,皖新传媒,0.55,5.77,11.21,2018-10-17
276,601808,中海油服,-0.06,100.0,-0.8,2018-10-17
2030,601811,新华文轩,0.49,-10.91,7.21,2018-10-17
601,601828,美凯龙,1.09,39.74,9.77,2018-10-17
244,601838,成都银行,0.95,10.47,11.91,2018-10-17
85,601857,中国石油,0.26,192.22,4.0,2018-10-17
19,601860,紫金银行,0.3,,,2018-10-17
368,601866,中远海发,0.07,-29.33,4.95,2018-10-17
1225,601872,招商轮船,0.08,-39.32,1.66,2018-10-17
1432,601878,浙商证券,0.17,-34.62,4.09,2018-10-17
1349,601880,大连港,0.03,16.24,2.43,2018-10-17
2551,601882,海天精工,0.16,8.8,6.9,2018-10-17
882,601886,江河集团,0.38,26.67,6.4,2018-10-17
520,601888,中国国旅,1.39,41.78,18.04,2018-10-17
1383,601890,亚星锚链,-0.01,-115.06,-0.17,2018-10-17
2947,601898,中煤能源,0.31,72.22,4.55,2018-10-17
429,601908,京运通,0.24,33.33,7.09,2018-10-17
1810,601918,新集能源,0.35,438.46,16.99,2018-10-17
49,601919,中远海控,0.08,-70.37,2.64,2018-10-17
1228,601928,凤凰传媒,0.43,26.38,8.53,2018-10-17
720,601929,吉视传媒,0.06,-16.91,2.68,2018-10-17
473,601933,永辉超市,0.11,-26.67,5.41,2018-10-17
1119,601949,中国出版,0.13,30.0,4.05,2018-10-17
2553,601952,苏垦农发,0.32,-23.81,8.35,2018-10-17
3088,601958,金钼股份,0.07,483.33,1.77,2018-10-17
2713,601965,中国汽研,0.27,17.39,5.97,2018-10-17
203,601966,玲珑轮胎,0.74,23.33,9.5,2018-10-17
339,601968,宝钢包装,0.03,-250.0,1.42,2018-10-17
2252,601985,中国核电,0.25,-6.44,8.55,2018-10-17
1065,601988,中国银行,0.5,6.38,10.28,2018-10-17
745,601989,中国重工,0.06,8.47,1.72,2018-10-17
1233,601991,大唐发电,0.11,-26.78,3.42,2018-10-17
722,601992,金隅集团,0.29,20.83,5.87,2018-10-17
477,601996,丰林集团,0.12,-7.69,5.76,2018-10-17
2522,601998,中信银行,0.72,5.88,9.5,2018-10-17
1711,603000,人民网,0.06,500.0,2.41,2018-10-17
525,603001,奥康国际,0.43,-10.26,4.13,2018-10-17
3438,603002,宏昌电子,0.08,33.33,4.34,2018-10-17
637,603003,龙宇燃油,0.11,10.59,1.15,2018-10-17
1066,603008,喜临门,0.4,-23.08,5.63,2018-10-17
1239,603011,合锻智能,0.09,12.5,2.22,2018-10-17
724,603012,创力集团,0.24,50.0,5.91,2018-10-17
2183,603013,亚普股份,0.49,-9.26,9.35,2018-10-17
1124,603016,新宏泰,0.32,39.13,5.71,2018-10-17
987,603017,中衡设计,0.42,4.44,6.61,2018-10-17
1714,603018,中设集团,0.77,-9.41,10.92,2018-10-17
3501,603019,中科曙光,0.27,125.0,5.28,2018-10-17
207,603020,爱普股份,0.3,-27.31,4.99,2018-10-17
2106,603021,山东华鹏,0.01,-90.91,0.3,2018-10-17
2445,603022,新通联,0.16,60.0,5.25,2018-10-17
1815,603027,千禾味业,0.53,63.28,15.13,2018-10-17
1244,603029,天鹅股份,-0.05,66.67,-0.7,2018-10-17
2750,603030,全筑股份,0.24,166.67,7.61,2018-10-17
2186,603031,安德利,0.08,-73.33,1.48,2018-10-17
2768,603032,德新交运,0.03,-81.25,1.23,2018-10-17
2052,603033,三维股份,0.57,147.83,6.22,2018-10-17
999,603035,常熟汽饰,1.11,88.14,13.22,2018-10-17
889,603036,如通股份,0.13,-7.14,2.59,2018-10-17
2349,603038,华立股份,0.61,-45.05,5.94,2018-10-17
655,603039,泛微网络,0.6,-17.81,9.43,2018-10-17
2903,603040,新坐标,1.01,-22.31,12.72,2018-10-17
1749,603041,美思德,0.31,-31.77,4.4,2018-10-17
759,603045,福达合金,0.44,-18.85,6.06,2018-10-17
3345,603050,科林电气,0.26,30.0,4.29,2018-10-17
3128,603055,台华新材,0.62,8.77,14.97,2018-10-17
487,603058,永吉股份,0.21,54.1,10.02,2018-10-17
181,603059,倍加洁,1.02,-5.56,10.73,2018-10-17
1130,603060,国检集团,0.63,30.67,13.03,2018-10-17
1004,603063,禾望电气,0.1,-79.17,1.82,2018-10-17
286,603066,音飞储存,0.24,14.96,7.77,2018-10-17
2352,603069,海汽集团,0.16,6.67,4.67,2018-10-17
659,603076,乐惠国际,0.75,-21.05,7.11,2018-10-17
2907,603077,和邦生物,0.05,25.0,4.04,2018-10-17
300,603078,江化微,0.35,-56.56,3.93,2018-10-17
2662,603080,新疆火炬,0.41,-12.77,5.85,2018-10-17
765,603081,大丰实业,0.39,-7.14,9.8,2018-10-17
107,603085,天成自控,0.14,-36.36,4.11,2018-10-17
2753,603086,先达股份,1.6,40.35,14.85,2018-10-17
2000,603088,宁波精达,0.28,3.7,6.18,2018-10-17
2326,603089,正裕工业,0.6,3.45,8.77,2018-10-17
2931,603090,宏盛股份,0.25,15.45,5.38,2018-10-17
216,603096,新经典,1.39,-6.71,11.67,2018-10-17
897,603098,森特股份,0.33,-5.71,9.08,2018-10-17
344,603101,汇嘉时代,0.4,1.96,7.2,2018-10-17
252,603103,横店影视,0.71,-6.58,15.47,2018-10-17
668,603106,恒银金融,0.16,-72.37,3.12,2018-10-17
2666,603108,润达医疗,0.42,44.83,10.2,2018-10-17
775,603110,东方材料,0.24,-58.62,4.51,2018-10-17
22,603111,康尼机电,-0.55,-329.17,-14.93,2018-10-17
1258,603113,金能科技,1.36,43.16,21.38,2018-10-17
1085,603117,万林物流,0.13,-27.78,3.63,2018-10-17
1701,603118,共进股份,0.15,-16.67,2.65,2018-10-17
1143,603123,翠微股份,0.17,24.29,2.99,2018-10-17
899,603127,昭衍新药,0.5,-9.09,9.88,2018-10-17
2792,603129,春风动力,0.72,-8.86,10.49,2018-10-17
2961,603131,上海沪工,0.23,-25.81,6.76,2018-10-17
2458,603133,碳元科技,0.22,-4.35,5.11,2018-10-17
2669,603139,康惠制药,0.33,-19.51,3.54,2018-10-17
23,603157,拉夏贝尔,0.44,-29.03,6.07,2018-10-17
1263,603158,腾龙股份,0.38,-9.52,8.04,2018-10-17
673,603159,上海亚虹,0.3,-6.25,7.44,2018-10-17
511,603160,汇顶科技,0.7,-59.06,8.86,2018-10-17
1272,603161,科华控股,0.56,-28.21,6.3,2018-10-17
2066,603165,荣晟环保,0.78,-65.18,12.61,2018-10-17
291,603167,渤海轮渡,0.67,-9.46,9.81,2018-10-17
2135,603169,兰石重装,-0.15,-1079.49,-5.01,2018-10-17
1781,603177,德创环保,0.01,-91.67,0.39,2018-10-17
1455,603178,圣龙股份,0.21,-38.24,5.22,2018-10-17
2652,603180,金牌厨柜,1.78,13.09,13.12,2018-10-17
2671,603181,皇马科技,0.68,7.94,10.22,2018-10-17
7,603185,上机数控,1.83,90.63,,2018-10-17
2879,603186,华正新材,0.45,-16.67,9.06,2018-10-17
12,603187,海容冷链,2.06,24.85,,2018-10-17
2195,603188,亚邦股份,0.48,-39.43,8.71,2018-10-17
1276,603189,网达软件,0.03,-66.67,0.89,2018-10-17
2070,603192,汇得科技,1.1,2.8,14.69,2018-10-17
1017,603196,日播时尚,0.09,-60.06,2.23,2018-10-17
293,603197,保隆科技,0.75,-48.02,8.91,2018-10-17
3471,603199,九华旅游,0.73,4.32,7.58,2018-10-17
258,603203,快克股份,0.72,-7.69,14.7,2018-10-17
3031,603218,日月股份,0.5,8.7,7.04,2018-10-17
16,603220,贝通信,0.28,698.59,9.06,2018-10-17
679,603225,新凤鸣,1.73,5.49,19.76,2018-10-17
515,603226,菲林格尔,0.84,-1.18,10.14,2018-10-17
3261,603227,雪峰科技,0.07,47.73,3.7,2018-10-17
545,603228,景旺电子,1.54,21.26,18.08,2018-10-17
222,603229,奥翔药业,0.2,-13.04,5.61,2018-10-17
2597,603232,格尔软件,0.13,-35.0,1.94,2018-10-17
2364,603238,诺邦股份,0.35,9.38,5.23,2018-10-17
1465,603258,电魂网络,0.37,-37.29,5.45,2018-10-17
65,603259,药明康德,1.94,71.68,22.62,2018-10-17
3407,603260,合盛硅业,3.35,108.07,35.04,2018-10-17
1412,603266,天龙股份,0.39,-40.91,6.61,2018-10-17
815,603268,松发股份,0.29,-19.44,5.82,2018-10-17
3474,603278,大业股份,0.82,18.84,12.13,2018-10-17
2199,603283,赛腾股份,0.47,-31.88,11.31,2018-10-17
1290,603286,日盈电子,0.17,-39.29,3.55,2018-10-17
1153,603288,海天味业,1.16,23.4,24.94,2018-10-17
3148,603289,泰瑞机器,0.27,-34.15,7.74,2018-10-17
2599,603297,永新光学,1.48,14.73,19.55,2018-10-17
3445,603298,杭叉集团,0.69,15.0,11.8,2018-10-17
3479,603300,华铁科技,0.18,100.0,5.47,2018-10-17
1469,603301,振德医疗,0.96,0.0,10.11,2018-10-17
2868,603303,得邦照明,0.51,-33.66,8.52,2018-10-17
1416,603306,华懋科技,0.7,-19.54,9.74,2018-10-17
505,603308,应流股份,0.16,0.0,2.35,2018-10-17
2466,603309,维力医疗,0.21,-19.23,4.68,2018-10-17
2757,603313,梦百合,0.46,-23.33,6.96,2018-10-17
1104,603315,福鞍股份,0.04,-69.44,0.82,2018-10-17
1300,603316,诚邦股份,0.21,-30.0,5.17,2018-10-17
315,603318,派思股份,0.03,-78.57,1.04,2018-10-17
2575,603319,湘油泵,0.91,9.64,10.03,2018-10-17
2014,603321,梅轮电梯,0.15,-44.44,4.57,2018-10-17
357,603323,苏农银行,0.5,13.64,8.25,2018-10-17
2420,603326,我乐家居,0.3,-2.47,8.73,2018-10-17
2679,603330,上海天洋,0.48,71.43,5.11,2018-10-17
848,603331,百达精工,0.45,-6.25,8.36,2018-10-17
3477,603333,尚纬股份,0.1,130.23,3.58,2018-10-17
3396,603337,杰克股份,1.21,3.42,16.4,2018-10-17
1306,603338,浙江鼎力,1.6,14.29,16.07,2018-10-17
3225,603339,四方科技,0.69,23.21,9.34,2018-10-17
920,603348,文灿股份,0.54,-6.9,6.5,2018-10-17
3,603351,威尔药业,1.68,1.82,14.98,2018-10-17
3439,603355,莱克电气,0.84,23.53,9.93,2018-10-17
1160,603356,华菱精工,0.37,-24.49,9.86,2018-10-17
1426,603360,百傲化学,0.58,-10.77,14.66,2018-10-17
491,603363,傲农生物,0.07,-72.0,3.89,2018-10-17
2470,603365,水星家纺,0.68,-12.82,8.82,2018-10-17
933,603366,日出东方,-0.05,-152.8,-1.21,2018-10-17
2293,603367,辰欣药业,0.83,43.1,9.59,2018-10-17
1109,603368,柳药股份,1.51,-16.11,10.76,2018-10-17
147,603369,今世缘,0.82,32.63,18.26,2018-10-17
3428,603377,东方时尚,0.33,-34.0,10.57,2018-10-17
2578,603378,亚士创能,0.27,-49.06,4.0,2018-10-17
924,603380,易德龙,0.46,-9.8,10.2,2018-10-17
2380,603385,惠达卫浴,0.54,-13.98,6.56,2018-10-17
735,603386,广东骏亚,0.31,0.0,9.81,2018-10-17
2424,603387,基蛋生物,0.97,-25.38,14.9,2018-10-17
2226,603389,亚振家居,-0.1,-152.63,-2.4,2018-10-17
1035,603393,新天然气,0.78,-18.75,6.45,2018-10-17
871,603396,金辰股份,0.85,-11.46,7.58,2018-10-17
119,603399,吉翔股份,0.42,133.33,10.35,2018-10-17
2300,603416,信捷电气,0.75,7.14,10.76,2018-10-17
2784,603429,集友股份,0.4,-25.77,13.47,2018-10-17
2582,603456,九洲药业,0.12,-53.85,3.58,2018-10-17
2605,603458,勘设股份,1.76,-33.33,10.83,2018-10-17
194,603477,振静股份,0.2,-23.08,5.9,2018-10-17
2081,603486,科沃斯,0.76,26.67,16.59,2018-10-17
2428,603488,展鹏科技,0.24,-17.24,6.14,2018-10-17
3071,603499,翔港科技,0.38,-21.59,7.35,2018-10-17
1041,603500,祥和实业,0.26,-55.17,5.82,2018-10-17
3381,603501,韦尔股份,0.54,125.0,17.59,2018-10-17
2139,603505,金石资源,0.3,30.43,9.41,2018-10-17
947,603506,南都物业,0.66,-22.35,11.74,2018-10-17
1967,603508,思维列控,0.84,33.33,5.23,2018-10-17
2609,603518,维格娜丝,0.8,116.22,6.55,2018-10-17
2118,603520,司太立,0.7,20.69,9.36,2018-10-17
2432,603528,多伦科技,0.17,27.58,7.67,2018-10-17
2230,603535,嘉诚国际,0.68,0.0,7.21,2018-10-17
3050,603536,惠发股份,0.12,-60.0,3.17,2018-10-17
2995,603538,美诺华,0.49,53.13,5.66,2018-10-17
41,603555,贵人鸟,0.03,-89.16,0.7,2018-10-17
955,603556,海兴电力,0.63,-42.2,5.83,2018-10-17
2303,603557,起步股份,0.31,-4.91,10.11,2018-10-17
2690,603558,健盛集团,0.42,50.0,6.05,2018-10-17
2160,603566,普莱柯,0.37,27.59,7.35,2018-10-17
2590,603567,珍宝岛,0.44,5.08,7.68,2018-10-17
3303,603568,伟明环保,0.85,54.55,22.45,2018-10-17
3492,603569,长久物流,0.34,-41.38,8.55,2018-10-17
2814,603577,汇金通,0.15,-28.7,2.94,2018-10-17
561,603578,三星新材,0.57,11.76,9.85,2018-10-17
2436,603579,荣泰健康,1.31,16.96,13.12,2018-10-17
2729,603583,捷昌驱动,1.76,44.26,26.72,2018-10-17
1899,603585,苏利股份,1.26,13.51,14.22,2018-10-17
1804,603586,金麒麟,0.37,-50.67,3.62,2018-10-17
2143,603587,地素时尚,1.25,17.92,22.05,2018-10-17
3457,603588,高能环境,0.37,87.18,10.46,2018-10-17
706,603589,口子窖,1.9,26.67,20.92,2018-10-17
1493,603590,康辰药业,1.26,-64.02,10.21,2018-10-17
336,603596,伯特利,0.58,16.0,14.77,2018-10-17
876,603599,广信股份,0.81,6.58,8.77,2018-10-17
2820,603601,再升科技,0.22,7.84,9.78,2018-10-17
576,603602,纵横通信,0.22,-52.17,3.79,2018-10-17
2398,603607,京华激光,0.51,-45.74,9.0,2018-10-17
1172,603608,天创时尚,0.43,19.44,9.08,2018-10-17
2549,603611,诺力股份,0.59,-7.81,9.52,2018-10-17
710,603612,索通发展,0.5,-72.22,7.08,2018-10-17
1976,603615,茶花股份,0.24,-21.0,4.32,2018-10-17
880,603619,中曼石油,0.19,-79.57,3.04,2018-10-17
2032,603626,科森科技,0.16,-61.22,3.85,2018-10-17
1380,603628,清源股份,0.05,-72.22,1.41,2018-10-17
9,603629,利通电子,0.9,26.76,,2018-10-17
3502,603636,南威软件,0.25,212.5,8.36,2018-10-17
2852,603637,镇海股份,0.23,-14.81,5.5,2018-10-17
1227,603648,畅联股份,0.34,-21.33,7.91,2018-10-17
2744,603650,彤程新材,0.59,40.48,24.18,2018-10-17
2178,603655,朗博科技,0.22,-29.03,5.19,2018-10-17
1844,603656,泰禾光电,0.44,-30.16,7.76,2018-10-17
2519,603657,春光科技,0.97,6.59,15.96,2018-10-17
214,603658,安图生物,0.98,27.27,24.11,2018-10-17
3304,603659,璞泰来,0.99,12.5,16.54,2018-10-17
1385,603661,恒林股份,1.28,-41.28,5.81,2018-10-17
89,603666,亿嘉和,1.54,17.4,17.22,2018-10-17
2733,603667,五洲新春,0.37,-5.13,6.87,2018-10-17
2404,603668,天马科技,0.24,0.0,8.07,2018-10-17
1811,603669,灵康药业,0.46,24.32,12.43,2018-10-17
2492,603676,卫信康,0.15,-28.57,7.23,2018-10-17
1230,603677,奇精机械,0.27,-49.06,5.76,2018-10-17
1437,603679,华体科技,0.47,29.96,8.8,2018-10-17
1389,603680,今创集团,0.58,-45.28,10.24,2018-10-17
883,603685,晨丰科技,0.54,-54.24,7.63,2018-10-17
2714,603686,龙马环卫,0.67,-6.94,8.99,2018-10-17
2126,603688,石英股份,0.3,34.35,7.69,2018-10-17
2408,603698,航天工程,0.43,2.38,6.87,2018-10-17
751,603699,纽威股份,0.27,28.57,7.67,2018-10-17
1236,603701,德宏股份,0.72,44.0,15.94,2018-10-17
2319,603703,盛洋科技,-0.03,-125.0,-1.18,2018-10-17
1442,603706,东方环宇,0.49,-27.94,11.17,2018-10-17
3482,603707,健友股份,0.61,1.34,15.32,2018-10-17
983,603709,中源家居,0.65,-30.85,10.4,2018-10-17
3090,603711,香飘飘,0.21,-8.7,4.29,2018-10-17
1557,603712,七一二,0.1,-9.09,3.88,2018-10-17
1373,603713,密尔克卫,0.83,59.62,11.63,2018-10-17
640,603716,塞力斯,0.38,-62.75,6.09,2018-10-17
3172,603717,天域生态,0.23,-28.21,4.16,2018-10-17
2262,603721,中广天择,0.21,-71.8,3.86,2018-10-17
2856,603722,阿科力,0.37,-40.32,6.12,2018-10-17
2767,603725,天安新材,0.29,-6.45,5.29,2018-10-17
1444,603729,龙韵股份,0.21,-4.55,2.23,2018-10-17
1184,603730,岱美股份,1.09,-7.63,13.66,2018-10-17
538,603733,仙鹤股份,0.43,-14.0,8.61,2018-10-17
3458,603737,三棵树,0.97,7.78,11.15,2018-10-17
2619,603738,泰晶科技,0.26,-35.0,6.41,2018-10-17
2165,603757,大元泵业,1.2,-34.78,14.97,2018-10-17
2348,603758,秦安股份,-0.04,-110.26,-0.64,2018-10-17
342,603766,隆鑫通用,0.3,-9.12,9.22,2018-10-17
298,603768,常青股份,0.34,-27.66,4.17,2018-10-17
2266,603773,沃格光电,2.01,-6.43,13.78,2018-10-17
757,603777,来伊份,0.04,-90.48,0.72,2018-10-17
1250,603779,威龙股份,0.15,-11.76,2.48,2018-10-17
3077,603787,新日股份,0.43,7.5,9.57,2018-10-17
1985,603788,宁波高发,0.9,-25.0,10.89,2018-10-17
1190,603789,星光农机,0.02,-90.19,0.45,2018-10-17
